,B cell,Dendritic,Endothelial,Fibroblast,Macrophage,Mast,T cell,myocyte,other,tumor
TCGA-4P-AA8J-01A,0.035874417745130796,0.04649958898590425,0.046787705008327116,0.13625929150878394,0.04052822971906527,0.0460265089754273,0.048669631298979096,0.03717208849266606,0.04604361062263153,0.5161389276430847
TCGA-CV-5439-01A,0.04089009704728333,0.036915096126523564,0.044896822318260234,0.06671516987078062,0.05286058855077978,0.05144756251415682,0.047648654802466814,0.04202775447750416,0.24651211840540152,0.3700861358868431
TCGA-BA-A4IF-01A,0.039403807069472586,0.04204754850531172,0.04948691423931877,0.06270329271047113,0.04477784841660229,0.048661574553262185,0.037152853169495105,0.04256498300302985,0.03967259144144046,0.5935285868915959
TCGA-D6-A4Z9-01A,0.044046648654413455,0.0381480491757793,0.047542598574644115,0.0649272420523688,0.04113480331921006,0.044021575344852557,0.041778440865886925,0.043200623227955204,0.04510966661532702,0.5900903521695626
TCGA-CV-7437-01A,0.03549014986833744,0.04200681098281962,0.044763486794341195,0.056842640888270984,0.03864183266894289,0.044728202129381146,0.04443040779308349,0.04443328671473188,0.0562540387826146,0.5924091433774767
TCGA-CR-6484-01A,0.041283914412388246,0.03515479838847957,0.04017722960711655,0.174129426233025,0.08119880007798641,0.04062159100605256,0.04671071853187737,0.036810371051533584,0.20208453824910083,0.30182861244243986
TCGA-CV-7245-01A,0.0425145459444824,0.040343876518360924,0.04407499132568925,0.09160072811443529,0.040285335777970846,0.045968076985803914,0.04430258412307909,0.04279496388852616,0.031852156841121936,0.5762627404805303
TCGA-CQ-5327-01A,0.0446750790780569,0.03839755346361209,0.046458062337957864,0.06058539185955818,0.03948363006911791,0.04891881789517029,0.04716958077835944,0.042910317228101014,0.04327053610818703,0.5881310311818793
TCGA-DQ-7588-01A,0.04309326640914289,0.04598821217380897,0.051267355370005874,0.041114402466576674,0.0402873409732457,0.040800578014765936,0.048360086756930494,0.040412088224517875,0.03830725626599685,0.6103694133450088
TCGA-CR-7373-01A,0.03918302661043551,0.04475262215208988,0.041831281389725646,0.13061924565073646,0.03838059231826019,0.03265476016121738,0.08401566209491058,0.03515059674414311,0.040167644437056386,0.5132445684414249
TCGA-CX-7085-01A,0.03476942005452211,0.0473713008698743,0.0421250154719444,0.12648988882906945,0.041688271422591267,0.04335588104272815,0.051906472308645216,0.03625257164934659,0.035833187715555465,0.5402079906357231
TCGA-F7-A50J-01A,0.04646941016070704,0.04445010667827611,0.051301953434253214,0.04350524007712604,0.04241578136278272,0.04522194020366359,0.04819590149276675,0.04492628668631287,0.046648051408038294,0.5868653284960735
TCGA-CQ-6228-01A,0.0420136473385673,0.04205480271248362,0.04451833992850564,0.04614557715105636,0.03919514994081695,0.04477117783921154,0.03383615482910711,0.04291464841114385,0.03244114992885888,0.6321093519202486
TCGA-CQ-6222-01A,0.043962063957545545,0.04579885535937814,0.044205703396198025,0.048066848152408664,0.05346084589743212,0.03736194240412111,0.04964143585940038,0.22694618040494066,0.033048808360111,0.4175073162084644
TCGA-IQ-7630-01A,0.04349198537122821,0.042209823853372214,0.04606703478693629,0.13943441250403715,0.03715036827353566,0.046205332173776766,0.037010056296414684,0.0413549400954904,0.034299512759671094,0.5327765338855375
TCGA-CV-7103-11A,0.04558177618948167,0.04877922550218628,0.05676884241516724,0.058732426180832104,0.045670401434526664,0.04974643033560372,0.04497110227777081,0.05297150924361038,0.30141616995521686,0.29536211646560423
TCGA-D6-A6EP-01A,0.0500131386510246,0.04557965615566145,0.21030850414571473,0.296175040261522,0.052263140957115393,0.04855813613721325,0.045929186481229414,0.044093656572647064,0.055906130874628875,0.15117340976324317
