"","B.cell","Dendritic","Endothelial","Fibroblast","Macrophage","Mast","myocyte","other","T.cell","tumor"
"TCGA-CV-6936-01A",0.00558210906289808,0,0.0159881344304979,0.0243181059495912,0.057639085080604,0.000110266980135971,8.9392733254513e-05,0,0,0.896272905763018
"TCGA-MZ-A6I9-01A",0.0127051640490561,0.000830210987670646,0.0433892724423896,0.0111425891053673,0.00331132350531474,0.000306455607821388,0.00202837661874682,0.014828136062197,0,0.911458471621436
"TCGA-QK-AA3J-01A",0.00282815414366481,0,0.027329471521489,0.0133501458431971,0,0.000297289460919834,0.00343644479249789,0,0.00909411574232817,0.943664378495903
"TCGA-BA-4077-01B",0.000934758071931624,0,0.0111096010198202,0.0272409533808319,0.0944344991767675,0.000249409671113011,0.00105871545989368,0,0,0.864972063219642
"TCGA-CQ-A4C7-01A",0,0,0.0253977668821771,0.17921204170417,0.0185396778834695,9.84234032710483e-06,0.0115930482597449,0,0.00530525028553259,0.759942372644579
"TCGA-CV-7422-01A",0.000566600416755999,0.000442261380183909,0.0196695797157447,0.0633279643469469,0.00766522738378252,0.0001532258498844,0.00418729941817445,0,0.00462330391795159,0.899364537570576
"TCGA-CQ-A4CB-01A",0.000542630490075656,0.00147933085877157,0.0261316418255458,0.130583694977056,0.0279398902974651,8.41727526370628e-05,0,0.0229248415508744,0,0.790313797247574
"TCGA-F7-7848-01A",0.00835639647827026,0,0.0239564011617998,0.0592573170029768,0.057524990816279,0.000227428993170667,0.000112529863393734,0.0885775765101095,0,0.761987359174
"TCGA-CR-7392-01A",0.0213846783115258,0.00275099586504884,0.0374422393456364,0.103628682749414,0.111399239686239,0.00122111325861655,0.00436065872943794,0,0,0.717812392054082
"TCGA-CV-7178-11A",0.00127389440475774,0,0.0161235968106265,0.0952560130253271,0.0285232635591949,0,0.00818390827514415,0.577185677166826,0,0.273453646758123
"TCGA-QK-A6VB-01A",0,0.00182567908839033,0.0138247349428374,0.0327915902153884,0,0,0.00055351216627269,0.0050363536024013,0.000740166754982136,0.945227963229728
"TCGA-CX-7082-01A",0.000141433494406967,0,0.0194961977605236,0.0188518394130305,0.00511176203554118,6.46639573976034e-05,0.0219107052728165,0,0.0037621637998771,0.930661234266406
"TCGA-CV-7414-01A",0,0,0.01552839323376,0.0317529771403035,0.000337259695287341,0.000708737861209863,0.00433566510944515,0,0.00322341692778717,0.944113550032207
"TCGA-CN-A63W-01A",0,0,0.00647235219908849,0.0100698624001129,0.00532059758790634,0.000136436648701264,0.000852988711199476,0.00198582764697736,0.00011722775027167,0.975044707055742
"TCGA-BA-5557-01A",0,0.00473563732358126,0.0124122348734506,0.0698382776469965,0.0458535035821452,0.000136459510474435,9.8340652347188e-05,0,0.00688644156591617,0.860039104845089
"TCGA-CV-7435-01A",0.00449441422637998,0,0.0175897681659682,0.190303074879535,0.0583900791947264,0.00027660980856035,0.010735635215644,0,0,0.718210418509186
"TCGA-UF-A7JT-01A",0.00306921467310962,0,0.0223480907706038,0.0279427605063838,0.0980883045889339,0,0.00024911912753761,0,0,0.848302510333431
"TCGA-QK-A6IF-01A",0.0226762978517592,0.00739370976502426,0.0287520655976461,0.098994269016346,0.23067687909998,0.000448087109213284,0.00168259661212931,0.112507719423222,0,0.496868375524681
"TCGA-QK-A6IJ-01A",0,0,0.00643301030283684,0,0.00969564568438236,0.000119432434970889,0.000231610837774097,0,0,0.983520300740036
"TCGA-CV-7248-01A",0.0195169099315307,0.000589467636114666,0.0474657379261806,0.0795147298089132,0.0361706265508825,0.000137417923749506,0.00201561471603392,0.0220589623311355,0.00454331938982599,0.787987213785634
"TCGA-CV-7101-11A",0.000864396364273207,0,0.000130219615749531,0.0146975687164788,0,0,3.86469391047554e-05,0.313049683608612,0,0.671219484755782
"TCGA-H7-A6C4-11A",0,0,0.0212019399327248,0.0442598598357809,0.013490094424145,0.000284522283637999,0.616918249926196,0.00214083228929645,0.000582138152323691,0.301122363155895
"TCGA-CV-6942-01A",0.00783276564337856,0,0.0456730937514816,0.0498985497701894,0.0981995759387066,0.000922483043114081,0,0,0,0.79747353185313
"TCGA-RS-A6TP-01A",0,4.44028805917333e-05,0.00310201473396527,0,0.0068624133989575,2.0206325620794e-05,9.89214224561879e-06,0,0.00183719864179985,0.988123871876819
"TCGA-CV-7091-11A",0,0,0.0414723470189353,0.101595267848094,0.00709773564106726,0,0.84298606394912,0.00684858554278375,0,0
"TCGA-D6-A6EM-01A",0.00224924091262674,0,0.0261241563116942,0.0106500605331975,0.081160566249552,0.000178908555142209,0.147710119276774,0,0,0.731926948161013
"TCGA-CV-7101-01A",0.0178834259673295,0,0.0208883374114719,0.0355901829927833,0.0484138641717997,0.000220187378688676,0.000215909385419814,0.00246613918944551,0,0.874321953503062
"TCGA-CR-7371-01A",0.00243280096636739,0.00465375049246061,0.0378431008967006,0.0531885620934868,0.0662261450000069,0.000426574172010564,0.00148143471774071,0.0849582323515459,0.000256314800141354,0.748533084509539
