Mixture,Fibroblast,tumor,B cell,myocyte,other,Macrophage,Endothelial,T cell,Dendritic,Mast,P-value,Correlation,RMSE
TCGA-MT-A51X-01A,0.0344908231768591,0.9546088783822,0,0.00693287469902025,0,0,0,0.00396742374192095,0,0,0,0.904381766961546,0.42773732876342
TCGA-4P-AA8J-01A,0.228379322957389,0.712610101168887,0.00184173765059161,0.0265299758756904,0,0.0278441812330503,0.0021754462306322,0.000498665096334986,0,0.000120569787424253,0,0.914444510748975,0.446388245441595
TCGA-CV-5439-01A,0.0139928155267274,0.877966665532421,0,0,0.0852719584135809,0.0227685605272703,0,0,0,0,0,0.820842419194681,0.576615477476893
TCGA-BA-A4IF-01A,0.0357059118958277,0.932356712163075,0,0.00529955056644516,0.0266378253746522,0,0,0,0,0,0,0.895575386864682,0.445803540161442
TCGA-D6-A4Z9-01A,0.0206988130694442,0.975661447633483,0,0.00363973929707268,0,0,0,0,0,0,0,0.911001543065767,0.414509391284042
TCGA-CV-7437-01A,0.0569177831500919,0.90416837216599,0,0,0,0,0.00559331261728736,0.0333205320666308,0,0,0,0.83376517672711,0.55503754339017
TCGA-CR-6484-01A,0.125305954036913,0.612786890022357,0.00234399185677564,0,0.0567629622743555,0.202800201809599,0,0,0,0,0,0.790741798994463,0.619026947273428
TCGA-CV-7245-01A,0.0545605707318667,0.945439429268133,0,0,0,0,0,0,0,0,0,0.893663778450353,0.449802281066718
TCGA-CQ-5327-01A,0.0186325798776989,0.893710323930873,0,0.00538915326411293,0,0.0822679429273154,0,0,0,0,0,0.901496325829163,0.433101215756436
TCGA-DQ-7588-01A,0.0046000090102748,0.995399990989725,0,0,0,0,0,0,0,0,0,0.908833418270083,0.421679775389103
TCGA-CR-7373-01A,0.0255258534868958,0.927844963960804,1.25028164465039e-05,0,0,0.0466166797358536,0,0,0,0,0,0.896562949962802,0.443270196669075
TCGA-CX-7085-01A,0.11924937875757,0.779694536579824,0.0073044336759765,0.0210451930463925,0,0.0727064579402366,0,0,0,0,0,0.891494574887056,0.465155446722738
TCGA-F7-A50J-01A,0.0265250915936043,0.960955457683661,0,0.000231480283361001,0,0,0,0.012287970439374,0,0,0,0.906754082122377,0.423022890232963
TCGA-CQ-6228-01A,0.0683865462613581,0.931613453738642,0,0,0,0,0,0,0,0,0,0.826261569259196,0.569591943986893
TCGA-CQ-6222-01A,0.0336341899703416,0.655135772337677,0,0.231016123761994,0,0.0802139139299877,0,0,0,0,0,0.854626016525866,0.545718227375114
TCGA-IQ-7630-01A,0.0659627395123843,0.883267194032056,0,0,0.0363040544712079,0.0144660119843521,0,0,0,0,0,0.899122152479559,0.437897964711728
TCGA-CV-7103-11A,0.0717638446203855,0.737342686866117,0,0.0933777123780696,0.0808735332188104,0.0166422229166177,0,0,0,0,0,0.697517424100744,0.719979418522289
TCGA-D6-A6EP-01A,0.452027770238132,0.242012732593342,0.0046087598840842,0,0.182823777208419,0.0444646282521287,0.0740623318238939,0,0,0,0.01,0.453277867682374,0.891366342720237
TCGA-CV-7250-11A,0.0181950656303242,0.318607619047017,0.00202479222610239,0.52249251276133,0.00909290772164992,0.100077432539226,0.0284090937236418,0,0,0.00110057635070948,0,0.694993080233985,0.731113233849512
TCGA-D6-6825-01A,0.0555527109918833,0.842695503799889,0,0.00610113900175373,0,0.0956506462064736,0,0,0,0,0,0.870760077844485,0.492342441595577
TCGA-CV-5432-01A,0.00878816079169704,0.991211839208303,0,0,0,0,0,0,0,0,0,0.936152866847573,0.353133572776424
TCGA-CN-6013-01A,0.018985441286725,0.678511475334809,0,0.004345076882494,0.0674833148182595,0.227036970243016,0,0,0.00363772143469627,0,0,0.772708095949636,0.634575020555754
TCGA-CV-6939-01A,0.141079609040451,0.480980905965756,0.000104585042054719,0,0.1996308285014,0.1637698922078,0.00688155764559641,0,0.00701531784546943,0.000537303751472835,0,0.705798532405037,0.710564122668954
TCGA-CR-6477-01A,0.0675465234134748,0.889977182091007,0,0,0,0.0305499376026206,0,0.0118872144571911,0,3.91424357061526e-05,0,0.924734170687111,0.383357225738598
TCGA-WA-A7H4-01A,0.104060506196335,0.579337606407753,0,0.0506936684982442,0.247726647318581,0.0154799247904757,0,0.00270164678861141,0,0,0,0.906060714233529,0.467425608737699
TCGA-CN-5358-01A,0.168141925946799,0.669077894957576,0.00485199157479966,0.00890261179633448,0,0.126663905792745,0,0.0223616699317461,0,0,0,0.84932491676093,0.545928633674318
TCGA-CR-7397-01A,0.196173164263391,0.68858504688571,0,0.00427102959201732,0.04001408577117,0.0709566734877118,0,0,0,0,0,0.726780652287554,0.686368623602208
TCGA-F7-A61W-01A,0.0206357745141646,0.935549479983554,0,0.00768214236904397,0.00585860256272464,0,0.0109131611155612,0.019128222663025,0,0.000232616791926066,0,0.898223074237978,0.440160621957895
TCGA-BA-5558-01A,0.031016505310121,0.946928245588783,0,0,0,0.022055249101096,0,0,0,0,0,0.904417485039365,0.427362574133563
TCGA-CV-5976-01A,0.0473165116195316,0.915550515869191,0,0.0371329725112769,0,0,0,0,0,0,0,0.937696455956493,0.35022244106459
TCGA-CV-6954-01A,0.0583124013309767,0.900588808623496,0,0,0,0.0410987900455277,0,0,0,0,0,0.925617327832612,0.380409642356678
TCGA-CR-7395-01A,0.0405873405752633,0.913044081719573,0,0,0,0.0463685777051639,0,0,0,0,0,0.892500304580625,0.45111440447603
TCGA-CV-7411-01A,0.028124594518985,0.971684905351382,0,0,0,0,0,0,0,0.000190500129633357,0,0.891473296752427,0.456619150128386
TCGA-D6-A6EQ-01A,0.0423612048017871,0.92344588614858,0,0,0.00673322706650989,0.0132355625838507,0,0,0.0142241193992724,0,0,0.840002514949569,0.546979324119804
TCGA-CV-7095-01A,0.0339855029329416,0.873957784053161,0,0.0127311320810708,0.0716612993198994,0.00766428161292693,0,0,0,0,0,0.818934309124442,0.578055542289213
TCGA-CV-A463-01A,0.0121929071223594,0.987807092877641,0,0,0,0,0,0,0,0,0,0.902385164270974,0.435211660274454
TCGA-CN-4722-01A,0.0739646319370304,0.925941490968006,9.38770949640199e-05,0,0,0,0,0,0,0,0,0.870362576224284,0.49368631239788
TCGA-QK-A8Z7-01A,0.0576126500738153,0.927946818036925,0.00132116855754464,0,0.00724532089149471,0,0,0.00587404244022002,0,0,0,0.903839383473805,0.427984609525638
TCGA-CV-6961-01A,0.107366870022495,0.642303838874644,0,0.112950926352368,0,0.126025891346581,0,0.011352473403912,0,0,0,0.837972346767957,0.568587481980693
TCGA-CN-5365-01A,0.00973270511800823,0.983029823472198,0,0,0,0.00723747140979344,0,0,0,0,0,0.912842349882717,0.41105113832453
TCGA-CR-5248-01A,0.0310534543500546,0.587767019856498,0.0167736910291182,0,0.0809990937232483,0.28340674104108,0,0,0,0,0,0.632482132399387,0.777527851550834
TCGA-CV-6962-01A,0.0316819571798732,0.967674232278711,0.00013103008226901,0.000415558531579086,0,0,0,0,0,9.72219275682675e-05,0,0.753719317782784,0.683951109918038
TCGA-D6-6517-01A,0.0243530773922515,0.950007579086685,0,0,0,0.0256393435210632,0,0,0,0,0,0.844353080763668,0.542591090024274
TCGA-CR-6491-01A,0.0102089455244978,0.989791054475502,0,0,0,0,0,0,0,0,0,0.904320976785936,0.431166030122456
TCGA-CV-7242-01A,0.0732222400592576,0.65697967112504,0.0112761192499366,0,0.16415386410136,0.0943657933685606,0,0,0,2.31209584523309e-06,0,0.883307723998582,0.486679384238975
TCGA-CV-A45R-01A,0.0589498066415428,0.890135192846879,0,0.0124432133444438,0.0333312349055176,0.000550562919806424,0,0,0.00458998934181054,0,0,0.824993089002884,0.568498971492833
TCGA-KU-A66T-01A,0.0198242695565726,0.929625043507694,0,0,0.00374811361187173,0,0,0.0468025733238616,0,0,0,0.937949916136445,0.347498900895444
TCGA-BB-4223-01A,0.148798120517383,0.6341960040616,0.00295700451493914,0,0.0715262386974126,0.142522632208665,0,0,0,0,0.01,0.549184928967743,0.849618004545526
TCGA-CV-A468-01A,0.148063095287283,0.727080163500882,9.82714295283145e-05,0.0163937564700958,0.0224694863894161,0.0858952269227941,0,0,0,0,0,0.840668884613303,0.548406525560654
